p_error,p_wrong,sandwich_coverage,bootstrap_coverage
0.11690736394375562,0.10751955513842404,TRUE,TRUE
0.020249170926399527,0.14884154732571914,TRUE,TRUE
0.06527559746755286,0.013409944321028888,TRUE,TRUE
0.020005664485506714,0.11811086459783837,TRUE,TRUE
0.12355673087295144,0.010482373146805913,TRUE,TRUE
0.05898137177573517,0.03708389246603474,TRUE,TRUE
0.016412593144923448,0.07918604073347524,TRUE,TRUE
0.07170759765431285,0.1197768306126818,TRUE,TRUE
0.14448243275983258,0.046303612401243296,TRUE,TRUE
0.1453009376535192,0.12633961325045676,TRUE,TRUE
0.05688731598202139,0.03303340009879321,TRUE,TRUE
0.08045464911265299,0.09518446794245392,TRUE,TRUE
0.05775312519399449,0.04009816227480769,TRUE,TRUE
0.1331583650317043,0.007225369953084737,FALSE,FALSE
0.0976377666578628,0.10349463480524719,TRUE,TRUE
0.10215562898665666,0.007568666653241962,TRUE,TRUE
0.004266752768307924,0.1317086591385305,TRUE,TRUE
0.016490917245391756,0.08820410321932286,TRUE,TRUE
0.08680857543367893,0.12399309938773512,FALSE,FALSE
0.11361875070724636,0.007921564823482186,FALSE,FALSE
0.11734443349996582,0.042912737396545705,TRUE,TRUE
0.09477510193828494,0.05796356156934052,TRUE,TRUE
0.07729649209650233,0.08773161652497947,TRUE,TRUE
0.109152073552832,0.05935191235039383,FALSE,FALSE
0.028055041248444466,0.002983799669891596,TRUE,TRUE
0.11320510340156033,0.07172714886255561,FALSE,FALSE
0.03519367023836821,0.057150088436901565,FALSE,FALSE
0.0806256874348037,0.003872116352431476,TRUE,TRUE
0.05481559244217351,0.08391684768721461,TRUE,TRUE
0.0615179922664538,0.052837680210359395,TRUE,TRUE
0.141632583620958,0.10852262622211128,FALSE,FALSE
0.13438561336370183,0.03045746083371341,TRUE,TRUE
0.09348170076264069,0.019167667755391447,TRUE,TRUE
0.0439161074347794,0.09849168879445643,TRUE,TRUE
0.06921193687012418,0.07421841658651829,TRUE,TRUE
0.019853125198278577,0.12569510961184277,FALSE,FALSE
0.026526596769690512,0.1202624689321965,TRUE,TRUE
0.11207329641329124,8.029844728298485e-4,FALSE,FALSE
0.10911104064434766,0.011213413160294294,TRUE,TRUE
0.017989790753927083,0.14113058103248477,FALSE,FALSE
0.040560603607445955,0.025681742245797067,TRUE,TRUE
0.09935739131178707,0.01160371903097257,FALSE,FALSE
0.06584767709719017,0.03458461356349289,TRUE,TRUE
0.06601221839664503,0.004456329240929335,TRUE,TRUE
0.013602559687569737,0.1384971106890589,TRUE,TRUE
0.016474650905001907,0.018140823778230696,TRUE,TRUE
0.14993558500427753,0.022686297458130864,TRUE,TRUE
0.06386675984831526,0.014936163614038378,TRUE,TRUE
0.01827339014271274,0.00640404608566314,FALSE,TRUE
0.0679655559360981,0.027641636808402835,FALSE,FALSE
0.07925168374786153,0.07199378970544786,FALSE,TRUE
0.025582534598652274,0.0044823088799603285,TRUE,TRUE
0.1046635714941658,0.053709223761688914,FALSE,FALSE
0.04678006583126262,0.10459825289435684,TRUE,TRUE
0.10434619163861499,0.030141314689535646,TRUE,TRUE
0.14714190568774937,0.10616176837356761,TRUE,TRUE
0.04612395112635568,0.06579322996549308,FALSE,FALSE
0.12358212178805843,0.007770724582951516,TRUE,TRUE
0.04207866322249174,0.12123611904680728,TRUE,TRUE
0.02836156692355871,0.14531740735983475,TRUE,TRUE
0.002780668227933347,0.07694219320546836,TRUE,TRUE
0.095916575321462,0.12249806150794029,FALSE,FALSE
0.013167094602249562,0.02992356513859704,TRUE,TRUE
0.09871860657585785,0.05188983099069446,TRUE,TRUE
0.021795626229140906,0.060245715652126816,TRUE,TRUE
0.10818193671293556,0.06900275418302045,TRUE,TRUE
0.09172742961673065,0.13260738771641625,TRUE,FALSE
0.012335051293484866,0.08666010395390912,TRUE,TRUE
0.016731704596895724,0.14262941465713083,TRUE,TRUE
0.13246055867057294,0.052526847354602064,TRUE,TRUE
0.06634123949334025,0.07694898502668365,TRUE,TRUE
0.08481586631387472,0.032551976828835906,TRUE,TRUE
0.08462585705565288,0.12339240809669717,TRUE,TRUE
0.029425424092914907,0.11392189292237162,FALSE,FALSE
0.010956494347192347,0.06161231888690963,TRUE,TRUE
0.11132077927468344,0.004606263537425548,TRUE,TRUE
0.09881037657614797,0.1098468494368717,TRUE,TRUE
0.008986948651727288,0.0691586663480848,TRUE,TRUE
0.1392891282448545,0.14289333110209554,FALSE,TRUE
0.10242389487102628,0.08571278003510087,TRUE,TRUE
0.1276206176262349,0.11149609152926132,TRUE,TRUE
0.09562001056037843,0.055387411534320564,TRUE,TRUE
0.04751717319013551,0.021533408167306332,TRUE,TRUE
0.0675587820354849,0.12720050214556977,FALSE,TRUE
0.08868832953739911,0.11039662373950705,TRUE,TRUE
0.07066799334716052,0.05821688880678266,FALSE,FALSE
0.09978908586781472,0.015706409001722932,TRUE,TRUE
0.14983105883002282,0.02650683290557936,FALSE,FALSE
0.014047617861069738,0.08719807203160598,TRUE,TRUE
0.13510979970451445,0.1280378083116375,FALSE,TRUE
0.12104246848030015,0.03425495212431997,TRUE,TRUE
0.09688654211349786,0.10177830280736089,TRUE,TRUE
0.0077257844503037625,0.13136607462074607,TRUE,TRUE
0.06731747790472582,0.13791992735350503,TRUE,TRUE
0.1072195481392555,0.014166404621209949,TRUE,TRUE
0.03325547327985987,0.04366132373688742,TRUE,TRUE
0.08033736910438165,0.0830551129882224,TRUE,TRUE
0.14364815281005575,0.12165142998564987,FALSE,FALSE
0.013703551876824349,0.034018753410782664,TRUE,TRUE
0.14646525465650484,0.009657124383375048,TRUE,TRUE
0.01837461388204247,0.0978434866061434,TRUE,TRUE
8.73735488858074e-4,0.1273161552264355,TRUE,TRUE
0.010830186016391963,0.10955931907519698,TRUE,TRUE
0.03716592297423631,0.006458293518517166,TRUE,TRUE
0.05429420237196609,0.12147104196483269,TRUE,TRUE
0.010856554540805518,0.024043419328518213,TRUE,TRUE
0.12134203382302075,0.10590308590326458,TRUE,TRUE
0.07510794337140396,0.03249396815663203,TRUE,TRUE
0.01691173589788377,0.01305572729324922,TRUE,TRUE
0.10656150807626545,0.1472780042211525,TRUE,TRUE
0.09355952076148241,0.04421212674351409,TRUE,TRUE
0.14699895686935632,0.02726861466653645,TRUE,TRUE
0.1293086005258374,0.08208446244243532,TRUE,TRUE
0.0788861469249241,0.1443326145526953,TRUE,TRUE
0.02765944293932989,0.11021904267836362,TRUE,TRUE
0.03183874835958704,0.08867478228639811,TRUE,TRUE
0.1482381292618811,0.0013317024568095803,TRUE,TRUE
0.018661772785708308,0.14149444489739835,TRUE,TRUE
0.06480244287522509,0.07799568674527109,TRUE,TRUE
0.0043982007075101135,0.12616810351610183,TRUE,TRUE
0.08011445713927969,0.008617640845477581,TRUE,TRUE
0.09927301114657894,0.021587962203193454,TRUE,TRUE
0.03780864486470818,0.09213053353596479,TRUE,TRUE
0.08255497156642377,0.05573221805971116,TRUE,TRUE
0.13742364244535565,0.05249798200093209,TRUE,TRUE
0.06329503529705106,0.016018614394124598,TRUE,TRUE
0.023914140765555203,0.045695761148817834,FALSE,TRUE
0.13786001277621834,0.025220505776815116,TRUE,TRUE
0.04926770960446447,0.05750193558633327,TRUE,TRUE
0.11747615821659564,0.08807742762146517,FALSE,FALSE
0.029394515545573083,0.055503267352469264,TRUE,TRUE
0.10058054463006556,0.04085151058388874,FALSE,TRUE
0.07520647393539548,0.06433199612656608,FALSE,FALSE
0.1055547046358697,0.0834991482552141,TRUE,TRUE
0.10790812176419422,0.14138749432750045,TRUE,TRUE
0.018857581098563968,0.0823315022047609,TRUE,TRUE
0.13972406614338978,0.14676970127038658,TRUE,TRUE
0.024228143657092003,0.11348836730467154,TRUE,TRUE
0.10982239512959495,0.0979354472248815,TRUE,TRUE
0.018925570347346366,0.11739438471850007,TRUE,TRUE
0.06802830520318821,0.007587729790247976,TRUE,TRUE
0.051277472369838505,0.051893797935917974,TRUE,TRUE
0.005708189005963504,0.12668153406120836,TRUE,TRUE
0.06743922864552587,0.06182089856592938,TRUE,TRUE
0.10451646465808152,0.025664347736164928,TRUE,TRUE
0.1419220956740901,0.05759988207137212,TRUE,TRUE
0.015844884538091717,0.0186182081582956,TRUE,TRUE
0.042482680664397775,0.12448865720070898,TRUE,TRUE
0.06606520973145961,0.04251680189045146,TRUE,TRUE
0.14841316131642088,0.09031666332157329,FALSE,FALSE
0.04170844199834391,0.09306025804253294,TRUE,TRUE
0.061464945122133935,0.039273812086321414,TRUE,FALSE
0.037483013863675294,0.08047735750442371,TRUE,TRUE
2.574458252638578e-4,0.035261082393117246,TRUE,TRUE
0.14214033720782027,0.13159373203525318,FALSE,FALSE
0.026478319731540977,0.03428246802650392,TRUE,TRUE
0.07101143701002001,0.01602582265622914,TRUE,TRUE
0.13161634525749832,0.1426342106424272,TRUE,TRUE
0.0968736247275956,0.06380717199062928,TRUE,TRUE
0.020504667854402213,0.05358039066195488,TRUE,TRUE
0.046914043254218996,0.0733705301885493,FALSE,TRUE
0.13884822966065258,0.030768457520753145,TRUE,TRUE
0.12725817086175084,0.06576704035978764,TRUE,TRUE
0.009429000061936676,0.13483698740601538,TRUE,TRUE
0.11416878987802193,0.04673161224927753,TRUE,TRUE
0.12080706231063232,0.011676377977710217,TRUE,TRUE
0.13327222057851032,0.13287889851490034,FALSE,TRUE
0.08494949854211882,0.12601037163985893,TRUE,TRUE
0.08236038316972553,0.053998237336054446,TRUE,TRUE
0.021700137318111955,0.1312208495219238,TRUE,TRUE
0.05925253842724487,0.08841971150832251,TRUE,TRUE
0.11350612324895337,0.07148180147632956,TRUE,TRUE
0.10129325317684561,0.12591792267048732,TRUE,TRUE
0.1479193652397953,0.1291748265386559,TRUE,TRUE
0.02976861661300063,0.08480734666809439,FALSE,FALSE
0.030788091989234087,0.1353613296872936,TRUE,TRUE
0.08016665914328769,0.09059217040194198,TRUE,TRUE
0.0919274662155658,0.041360471234656866,TRUE,TRUE
0.018145423242822287,0.12794777458766474,TRUE,TRUE
0.06573081454262138,0.11535607678815722,TRUE,TRUE
0.007934746134560555,0.1410239146789536,TRUE,TRUE
0.10859243490267545,0.02078672455390915,FALSE,TRUE
0.10613795479293912,0.010211322584655135,TRUE,TRUE
0.06019870225572958,0.08326813388848676,FALSE,FALSE
0.04085216238163412,0.09714473483618348,TRUE,TRUE
0.022728793008718638,0.07074773723725229,TRUE,TRUE
0.0637923862086609,0.10602047543507069,TRUE,TRUE
0.13719747215509415,0.06827590072061866,TRUE,TRUE
0.14453481899108736,0.1406828938401304,TRUE,TRUE
0.09877254489110783,0.018848482996691018,FALSE,FALSE
0.04509873404167592,0.12669066610978916,TRUE,TRUE
0.12536588225048034,0.08760577824432403,TRUE,TRUE
0.14854655836243183,0.010025415709242225,FALSE,TRUE
0.05610057465964928,0.10286937028868123,TRUE,TRUE
0.117749503639061,0.04184442821424454,TRUE,TRUE
0.08985376060009002,0.061369163193739945,TRUE,TRUE
0.09960530872922391,0.030331425159238277,TRUE,TRUE
0.11031009644502773,0.06975080966949462,TRUE,TRUE
0.1282723589683883,0.030729080911260098,FALSE,FALSE
0.12347452542744576,0.1172003925545141,TRUE,TRUE
0.1169002232607454,0.07247815306764095,TRUE,TRUE
0.08292929307790473,0.10779420873150229,TRUE,TRUE
0.09263782576890663,0.13932904828106984,TRUE,TRUE
0.11681710872799157,0.11587468605721368,FALSE,FALSE
0.13285584108671172,0.049979466840159144,TRUE,TRUE
0.09412312265485524,0.09109633573098108,TRUE,TRUE
0.078818288189359,0.0033698428189381955,TRUE,TRUE
0.12992893068585545,0.12097409862326458,FALSE,TRUE
0.05225387628888711,0.05567151551367715,TRUE,TRUE
0.14401087883161381,0.0667408455396071,FALSE,FALSE
0.08118471025954932,0.02852855084929615,TRUE,TRUE
0.07484761427622288,0.11782333032460883,TRUE,TRUE
0.06715787064749747,0.06084081555018201,TRUE,TRUE
0.10162528700893744,0.1269126556813717,FALSE,FALSE
0.019965012988541274,0.10076599140884354,FALSE,TRUE
0.12864336575148627,0.07979572360636666,TRUE,TRUE
0.14163974424591289,0.1330490226508118,TRUE,TRUE
0.1032078022370115,0.01929193418473005,TRUE,TRUE
0.01544554797001183,0.02575904644327238,TRUE,TRUE
0.12389970001531764,0.02635850297519937,TRUE,TRUE
0.04043193126562983,0.1259191328776069,TRUE,TRUE
0.10278952934313565,0.07622419990366325,FALSE,FALSE
0.08714069451671093,0.004968216468114406,TRUE,TRUE
0.12847970018628985,0.13870588552672417,TRUE,TRUE
0.08277817351045087,0.046207597700413314,TRUE,TRUE
0.02256562386173755,0.046367894019931556,TRUE,TRUE
0.1489071147632785,0.04173638212960213,TRUE,TRUE
0.046234525053296234,0.04464290931355208,TRUE,TRUE
0.10754473598208278,0.09648722510319203,FALSE,FALSE
0.025407954293768853,0.07135513544781133,TRUE,TRUE
0.07972219594521447,0.11578543300274759,TRUE,TRUE
0.02955902530811727,0.14408389278687536,TRUE,TRUE
0.04214207102777436,0.11695049148984253,TRUE,TRUE
0.023045014240778983,0.09352351654088124,TRUE,TRUE
0.054403460479807104,0.14712677265051752,FALSE,FALSE
0.07350812017684802,0.04038646031403914,TRUE,TRUE
0.043173092789947985,0.05188646942842751,TRUE,TRUE
0.08729613474570215,0.02780303416075185,TRUE,TRUE
0.021208048006519674,0.07709077211329714,TRUE,TRUE
0.041047293262090535,0.056525159964803603,TRUE,TRUE
0.09022921834839508,0.05578258516034111,TRUE,TRUE
0.012373550282791256,0.017218330444302408,TRUE,TRUE
0.06286974608665331,0.03873085188679397,TRUE,TRUE
0.08696413196157664,0.060011492623016235,TRUE,TRUE
0.04122584878932684,0.06989095351891592,TRUE,TRUE
0.058718693058472125,0.07066020418424158,TRUE,TRUE
0.13470014211488887,0.05344911311985925,TRUE,TRUE
0.09417465284932404,0.0875972342560999,TRUE,TRUE
0.005706359934993088,0.1328329982003197,TRUE,TRUE
0.05652898965636268,0.14156541394768282,TRUE,TRUE
0.05203847248340025,0.010656416800338775,TRUE,TRUE
0.11325462717795744,0.03685602672630921,TRUE,TRUE
0.014590685034636407,0.10209935229504481,TRUE,TRUE
0.12880922845797613,0.006279405544046312,FALSE,FALSE
0.0980895307380706,0.008722116099670529,TRUE,TRUE
0.09196265655336901,0.08153204068075866,FALSE,FALSE
0.1247485922416672,0.056946078536566344,TRUE,TRUE
0.03253621528856456,0.07349212586414068,TRUE,TRUE
0.019691091589629648,0.14952676410321145,TRUE,TRUE
0.06979248222196474,0.10457810091320426,TRUE,TRUE
0.13102512195473537,0.0060043954756110905,TRUE,TRUE
0.13859205201733857,0.09919008112046868,TRUE,TRUE
0.0817377600702457,0.029614699585363266,TRUE,TRUE
0.08399332092376426,0.03562835423508659,TRUE,TRUE
0.08283632691018283,0.040924438275396824,TRUE,TRUE
0.0544065231573768,0.1333021884667687,TRUE,TRUE
0.0909939348232001,0.11014378415420652,TRUE,TRUE
0.04843455171212554,0.0038930311566218734,TRUE,TRUE
0.10721502107335254,0.1248187395860441,TRUE,TRUE
0.027596522052772344,0.1233795647509396,TRUE,TRUE
0.008558385190553963,0.09898435387294739,TRUE,TRUE
0.013608804973773658,0.1338846729369834,FALSE,TRUE
0.020749473315663635,0.10987871222896502,TRUE,FALSE
0.05072441124357283,0.08647747768554837,TRUE,TRUE
0.06562539157457649,0.13188351629069076,TRUE,TRUE
0.039002557529602196,0.04330148035660386,TRUE,TRUE
0.06218289522221312,0.13239527076948435,TRUE,TRUE
0.13619200765388087,0.09513031368842348,TRUE,TRUE
0.1090700645232573,0.12369813658297062,TRUE,TRUE
0.05305970921181142,0.13329320460325106,TRUE,TRUE
0.07005879005882888,0.07795901850331574,TRUE,TRUE
0.007111045089550316,0.1430554310674779,TRUE,TRUE
0.12977522966684774,0.04114457387477159,TRUE,TRUE
0.11572936404263601,0.07641488648951053,FALSE,TRUE
0.11872090904507786,0.07065111596602947,TRUE,TRUE
0.11532867851201445,0.13480237646726892,TRUE,TRUE
0.04499773347051814,0.008872978831641376,TRUE,TRUE
0.03461631811223924,0.03532379753887653,TRUE,TRUE
0.12622079191496596,0.001520576246548444,TRUE,TRUE
0.020145589672029018,0.10970932748168706,TRUE,TRUE
0.04157878597034141,0.007750586047768592,TRUE,TRUE
0.04092369099380448,0.05708759027766064,FALSE,FALSE
0.12268355183769017,0.02395966190379113,TRUE,TRUE
0.05462132378015667,0.0938163258950226,TRUE,TRUE
0.09262345440220088,0.007280388625804334,TRUE,TRUE
0.007596740336157381,0.11802254238864407,TRUE,TRUE
0.05394766784738749,0.10488650312181562,TRUE,TRUE
0.13113977818284184,0.12445084276841953,FALSE,FALSE
0.0669796445639804,0.02378807495115325,TRUE,TRUE
0.14758672518655658,0.036258126643951984,TRUE,TRUE
0.09095691908150912,0.01173593719722703,TRUE,TRUE
0.01866688351146877,0.04373840288026258,TRUE,TRUE
0.04939804571913555,0.14834465280873702,TRUE,TRUE
0.016463952243793756,0.04556008834624663,TRUE,TRUE
0.059338128380477424,0.09918338949792087,TRUE,TRUE
0.10661078961566091,0.07657273525837809,TRUE,TRUE
0.010380780987907201,0.05316437599249184,TRUE,TRUE
0.06754686618223786,0.006297176680527627,FALSE,FALSE
0.13036690859589725,0.08164390566525981,TRUE,TRUE
0.011239413230214268,0.06365787901449949,TRUE,TRUE
0.11881076371064409,0.043751450709532944,TRUE,TRUE
0.010267601162195205,0.07178835805971175,TRUE,TRUE
0.052858062204904854,0.002375558135099709,TRUE,TRUE
0.06742632928071543,0.10444841017015279,TRUE,TRUE
0.036906678427476435,0.12179588587023317,TRUE,TRUE
0.023007046070415527,0.07829501770902425,TRUE,TRUE
0.02293175000231713,0.006032619858160615,TRUE,TRUE
0.03302913818042725,0.14758031201781704,TRUE,TRUE
0.09841496403096243,0.005135866231285036,TRUE,TRUE
0.12693010973744093,0.0033623816329054535,TRUE,TRUE
0.13525831159204244,0.09996184991905466,FALSE,FALSE
0.07816294685471803,0.10278341746889054,TRUE,TRUE
0.11517112517030909,0.07395368004217744,TRUE,TRUE
0.12345284486655145,0.07795823455089702,TRUE,TRUE
0.11005095132859423,0.009034686104860157,TRUE,TRUE
0.12702148327371104,0.08491540581453591,TRUE,TRUE
0.0718529017525725,0.09938263914082199,TRUE,TRUE
0.12303688555257394,0.09088961232919246,TRUE,TRUE
0.011669337982311845,0.03774989187950268,TRUE,TRUE
0.13022762801265345,0.14147397642955184,FALSE,FALSE
0.017654663475695997,0.06507302911486476,TRUE,TRUE
0.009116678789723665,0.08441554305609315,TRUE,TRUE
0.023657645378261805,0.09863776891725137,TRUE,TRUE
0.14155980264768003,0.12797430348582564,TRUE,TRUE
0.07609475628705695,0.06597308213822543,TRUE,TRUE
0.12060887971892953,0.12647851036163046,TRUE,TRUE
0.13639246890088544,0.1260889612371102,FALSE,FALSE
0.05380424353061244,0.13863916826667264,TRUE,TRUE
0.1140573384356685,0.0485084286541678,TRUE,TRUE
0.14940591591875999,0.07178185929078608,FALSE,FALSE
0.08805820390116423,0.004881028924137353,TRUE,TRUE
0.06966462669661268,0.07495575622888281,FALSE,TRUE
0.1161504732677713,0.05472045846981927,TRUE,TRUE
0.054618426715023816,0.008054008358158171,TRUE,TRUE
0.13233054243028164,0.053318579541519286,TRUE,TRUE
0.08488731278339401,0.09999644968193024,TRUE,TRUE
0.1182132638990879,0.092617093201261,TRUE,TRUE
0.12378519885241984,0.10950578270712867,TRUE,TRUE
0.14703985367668793,0.1366880025481805,TRUE,TRUE
0.025250338471960277,0.09183415845036506,TRUE,TRUE
0.10626087540294975,0.1373908503097482,FALSE,FALSE
0.12886173863662406,0.0399323767516762,TRUE,TRUE
0.08338417850900441,0.14332561738556251,TRUE,TRUE
0.11611593692796304,0.07184084438486024,TRUE,TRUE
0.1284317206009291,0.008818243921268731,TRUE,TRUE
0.13774679750204086,0.02476406836649403,TRUE,TRUE
0.0935474842088297,0.07088807753752917,TRUE,TRUE
0.05661149405641481,0.0013919278979301452,TRUE,TRUE
0.014735548349563032,0.1399541851482354,TRUE,TRUE
0.05458073891932145,0.01162960835499689,TRUE,TRUE
0.1268198199919425,0.03373115211725235,TRUE,TRUE
0.06231759642250836,0.012009084457531571,TRUE,TRUE
0.11706728304270654,0.06700917317066342,TRUE,TRUE
0.09940030655125155,0.10055011102231219,TRUE,TRUE
0.07964440102223307,0.11636575832962989,FALSE,FALSE
0.04057677173987031,0.14748902376741171,TRUE,TRUE
0.03274096639361233,0.14145798553945496,TRUE,TRUE
0.13187416505534202,0.1057600423344411,TRUE,TRUE
0.12005155213410035,0.10473376277368515,TRUE,TRUE
0.03295714562991634,0.14236081884009763,TRUE,TRUE
0.13136956976959482,0.09019558833679184,FALSE,TRUE
0.11131478569004684,0.007818543200846762,TRUE,TRUE
0.14030212489888072,0.010123848798684776,TRUE,TRUE
0.058554982126224786,0.06264823648380115,TRUE,TRUE
0.07422259000595659,0.08796914750710129,TRUE,TRUE
0.04526200206018984,0.05998032269999384,TRUE,TRUE
0.002682956156786531,0.05183299368945882,TRUE,TRUE
0.06607105321018025,0.1480024658725597,TRUE,TRUE
0.07855859461706131,0.12220580137800424,TRUE,TRUE
0.034288520214613524,0.09785507046617567,TRUE,TRUE
0.06054593244334683,0.08040273080114275,FALSE,TRUE
0.02707346440292895,0.1332839994574897,TRUE,TRUE
0.09578515738248825,0.06321597107453271,TRUE,TRUE
0.045822672417853025,0.029099304322153328,TRUE,TRUE
0.022534535697195678,0.09580449045170099,TRUE,TRUE
0.1041826075525023,0.0797370653715916,TRUE,TRUE
0.0761894187424332,0.1346355319605209,TRUE,TRUE
0.11737010136712342,0.13120953866746277,TRUE,TRUE
0.0061619969783350825,0.04976967251859605,TRUE,TRUE
0.09118679532548413,0.027294666739180684,TRUE,TRUE
0.08575325809651986,0.06097280269023031,TRUE,TRUE
0.10729847056791186,0.1116407448425889,TRUE,TRUE
0.14970304230228065,0.016834183316677808,TRUE,TRUE
0.02961520857643336,0.027063325757626443,TRUE,TRUE
0.07968626873334869,0.09795943940989672,TRUE,TRUE
