pop_est,random_coverage,random_est,nonrandom_coverage,nonrandom_est,wtdglm_coverage,wtdglm_est,wtdboo_coverage,wtdsvy_coverage,wtdsvy_est,wtdrep_coverage,wtdrep_est
0.7574507116829728,TRUE,0.641853886172305,FALSE,1.450832882257423,TRUE,1.1951226039114395,TRUE,TRUE,1.1951226039114395,TRUE,1.1951226039114395
0.6892497089794785,TRUE,0.5947071077466538,TRUE,1.1271856611093491,FALSE,1.2112349619136593,TRUE,TRUE,1.2112349619136618,TRUE,1.2112349619136618
0.839690368390476,TRUE,0.9465960813672416,FALSE,1.5040773967762666,TRUE,0.8117039516077563,TRUE,TRUE,0.8117039516077563,TRUE,0.8117039516077563
0.4405916497287633,TRUE,0.4964368863138887,FALSE,1.071583616277175,FALSE,1.751461918334679,FALSE,FALSE,1.7514619183346778,FALSE,1.7514619183346778
0.6032521764433314,TRUE,0.6171612735819658,TRUE,0.9162907318722461,TRUE,0.23699443636761564,TRUE,TRUE,0.23699443636761564,TRUE,0.23699443636761564
0.5805762905507073,TRUE,0.3953127366441463,FALSE,1.3621968095405035,TRUE,0.8156332315310297,TRUE,TRUE,0.8156332315310297,TRUE,0.8156332315310297
0.6561721874483297,TRUE,0.5559460590464425,TRUE,1.0986122886651428,TRUE,0.6639226058104813,TRUE,TRUE,0.6639226058104813,TRUE,0.6639226058104813
0.41547520170330793,TRUE,0.37156355643248296,TRUE,0.6603573577368321,FALSE,-0.1345942013139314,TRUE,TRUE,-0.1345942013139303,TRUE,-0.1345942013139303
0.5476922077002127,TRUE,0.7431576011342088,FALSE,0.9968295943554529,TRUE,0.30423589669773904,TRUE,TRUE,0.30423589669773904,TRUE,0.30423589669773904
0.8876259057724911,TRUE,0.5340824859302474,TRUE,1.278405399107623,TRUE,0.9088554499780858,TRUE,TRUE,0.9088554499780858,TRUE,0.9088554499780858
0.5779692628255685,TRUE,0.7239188392263893,FALSE,0.9886113934511332,TRUE,0.38968108878315155,TRUE,TRUE,0.38968108878315155,TRUE,0.38968108878315155
0.9603905853321738,TRUE,0.6649763035931161,FALSE,1.853891250333753,FALSE,1.5237055491812892,TRUE,TRUE,1.5237055491812892,TRUE,1.5237055491812892
0.8387410483360412,TRUE,0.8785504038898132,FALSE,1.4078005663407318,TRUE,0.47974876357991886,TRUE,TRUE,0.47974876357991886,TRUE,0.47974876357991886
0.3979706938149943,TRUE,0.29423947299794057,TRUE,0.6623755218930644,TRUE,0.2986462406028885,TRUE,TRUE,0.2986462406028885,TRUE,0.2986462406028885
0.8501566387767029,TRUE,0.8383291904033587,FALSE,1.3737155789127655,FALSE,0.33297202949222177,TRUE,TRUE,0.33297202949222177,TRUE,0.33297202949222177
0.5125326550137104,TRUE,0.47000362924573225,FALSE,1.0414538748251936,TRUE,0.392448350836215,TRUE,TRUE,0.392448350836215,TRUE,0.392448350836215
0.7917175367390248,FALSE,1.2595426554794331,FALSE,1.8417698898019628,TRUE,0.8414862145554505,TRUE,TRUE,0.8414862145554505,TRUE,0.8414862145554505
0.6464055275781243,TRUE,0.6787584431076811,FALSE,1.0635209688538263,TRUE,1.0146601063827039,TRUE,TRUE,1.0146601063827039,TRUE,1.0146601063827039
0.6446329806330257,TRUE,0.5596157879354031,FALSE,1.3987168811182893,TRUE,0.95815449328181,TRUE,TRUE,0.9581544932818098,TRUE,0.9581544932818098
1.0150127198300043,TRUE,0.8183103235130489,FALSE,1.984131361745658,TRUE,0.8388440118371113,TRUE,TRUE,0.8388440118371113,TRUE,0.8388440118371113
0.8311592910165029,TRUE,0.7519876805824357,FALSE,1.755391825057175,TRUE,0.9862127500653767,TRUE,TRUE,0.9862127500653759,TRUE,0.9862127500653759
0.3590068532737354,TRUE,0.6744550475476399,TRUE,0.5679840376059161,TRUE,0.32070838656175454,TRUE,TRUE,0.32070838656175454,TRUE,0.32070838656175454
1.123298275250614,TRUE,0.8785504038898132,FALSE,3.113515309210369,TRUE,0.8930081417849155,TRUE,TRUE,0.8930081417849159,TRUE,0.8930081417849159
