score_away,score_home,team_away,team_home,win_prob_away,win_prob_home
111,97,Pelicans,Magic,55,45
101,104,Knicks,Pistons,29,71
84,119,Wizards,Nets,62,38
117,120,Hawks,Thunder,10,90
104,109,Hornets,Bucks,29,71
101,113,Mavericks,Heat,29,71
128,118,Clippers,Rockets,12,88
102,85,Nuggets,Trail Blazers,37,63
106,113,Lakers,Warriors,7,93
112,115,Bulls,Cavaliers,10,90
114,109,Raptors,76ers,54,46
93,102,Celtics,Knicks,50,50
95,97,Grizzlies,Suns,36,64
89,100,Spurs,Jazz,43,57
129,111,Raptors,Hornets,58,42
105,95,Pacers,Hawks,62,38
90,89,Heat,Celtics,24,76
104,99,Kings,Nets,27,73
122,116,Lakers,Rockets,8,92
94,112,Magic,Bulls,38,62
79,107,Jazz,Thunder,33,67
93,110,Pistons,Mavericks,45,55
112,104,Timberwolves,Nuggets,33,67
93,91,Spurs,Trail Blazers,48,52
84,97,Grizzlies,Warriors,5,95
95,108,Suns,Clippers,27,73
106,116,Pelicans,Wizards,32,68
101,95,Kings,76ers,25,75
116,119,Cavaliers,Bucks,55,45
112,111,Celtics,Pacers,56,44
91,109,Knicks,Hornets,36,64
104,110,Heat,Hawks,63,37
94,95,Nuggets,Thunder,33,67
115,117,76ers,Bulls,52,48
107,108,Trail Blazers,Timberwolves,32,68
99,120,Jazz,Rockets,17,83
91,109,Clippers,Spurs,20,80
97,91,Suns,Mavericks,28,72
116,114,Warriors,Lakers,83,17
93,108,Kings,Raptors,10,90
110,114,Magic,Pistons,25,75
106,99,Cavaliers,Wizards,41,59
109,97,Pacers,Nets,51,49
93,91,Trail Blazers,Hornets,43,57
96,111,Thunder,Knicks,48,52
100,109,Jazz,Cavaliers,22,78
85,90,Clippers,Heat,34,66
111,115,Bucks,Rockets,14,86
108,106,Suns,Timberwolves,14,86
96,98,Mavericks,Spurs,22,78
102,93,Celtics,Grizzlies,64,36
104,98,Pistons,Pacers,26,74
91,100,Clippers,Wizards,27,73
104,98,Heat,Hornets,38,62
119,117,Thunder,76ers,48,52
95,88,Trail Blazers,Magic,52,48
87,120,Nets,Raptors,12,88
107,95,Jazz,Celtics,27,73
94,96,Hawks,Grizzlies,22,78
115,109,Bulls,Bucks,18,82
111,117,Pelicans,Nuggets,29,71
109,124,Spurs,Rockets,23,77
105,91,Pistons,Hawks,56,44
111,104,Knicks,Nets,41,59
112,121,Lakers,Cavaliers,15,85
96,119,Kings,Timberwolves,13,87
97,112,Mavericks,Warriors,7,93
106,95,Clippers,Magic,41,59
87,93,Grizzlies,Wizards,23,77
100,95,Thunder,Pacers,42,58
118,124,Nuggets,Celtics,24,76
102,95,Trail Blazers,Heat,36,64
108,115,Bucks,Pelicans,39,61
100,103,Jazz,Bulls,63,37
115,109,Raptors,Suns,77,23
96,108,Hornets,Rockets,13,87
114,123,Hawks,Cavaliers,9,91
103,84,Nuggets,Pistons,41,59
109,113,Lakers,Knicks,35,65
98,103,Wizards,Nets,58,42
89,95,Spurs,Mavericks,63,37
118,112,76ers,Timberwolves,24,76
92,99,Suns,Kings,41,59
85,108,Celtics,Bulls,73,27
116,103,Hornets,Thunder,20,80
107,82,Heat,Grizzlies,44,56
123,130,Pelicans,Rockets,13,87
104,111,Trail Blazers,Warriors,11,89
91,96,Raptors,Clippers,54,46
102,87,Raptors,Kings,75,25
91,81,Celtics,Pistons,54,46
116,126,Nuggets,Pacers,38,62
92,97,Mavericks,Timberwolves,21,79
124,131,76ers,Pelicans,28,72
107,111,Hawks,Knicks,24,76
112,113,Wizards,Clippers,52,48
101,89,Heat,Nets,56,44
110,99,Lakers,Hornets,34,66
110,117,Magic,Hawks,45,55
102,104,Knicks,Bulls,61,39
98,105,76ers,Cavaliers,26,74
100,117,Jazz,Bucks,47,53
102,101,Thunder,Grizzlies,66,34
104,101,Spurs,Suns,62,38
124,117,Rockets,Trail Blazers,66,34
119,111,Bulls,Hornets,15,85
102,106,Cavaliers,Pacers,53,47
103,89,Nuggets,Magic,47,53
102,98,Warriors,Pistons,74,26
102,109,Mavericks,Bucks,26,74
116,109,Kings,Pelicans,15,85
116,107,Raptors,Grizzlies,64,36
102,105,Celtics,Spurs,38,62
107,104,Lakers,76ers,23,77
109,99,Wizards,Suns,61,39
95,100,Thunder,Nets,76,24
112,101,Rockets,Jazz,51,49
106,110,Hawks,Magic,23,77
96,98,Bulls,Pacers,15,85
95,101,Kings,Cavaliers,9,91
90,97,Mavericks,Celtics,15,85
88,99,Grizzlies,Knicks,36,64
114,123,Nuggets,Pelicans,37,63
100,104,Pistons,Bucks,34,66
101,87,Warriors,Hornets,72,28
105,117,Heat,Spurs,20,80
113,107,Timberwolves,Clippers,51,49
113,126,Suns,Raptors,10,90
94,100,Jazz,Thunder,26,74
106,92,Wizards,Trail Blazers,31,69
97,115,Knicks,Pacers,24,76
94,104,Magic,Hornets,25,75
115,101,Suns,76ers,18,82
110,90,Nets,Hawks,41,59
100,111,Bucks,Celtics,23,77
113,91,Cavaliers,Bulls,78,22
125,115,Warriors,Pelicans,64,36
92,95,Timberwolves,Grizzlies,51,49
105,122,Nuggets,Mavericks,52,48
93,96,Pistons,Spurs,29,71
69,116,Wizards,Jazz,30,70
105,100,Magic,Knicks,34,66
123,95,Warriors,Heat,74,26
106,112,Clippers,Timberwolves,19,81
87,90,Spurs,Thunder,37,63
118,95,Rockets,Lakers,80,20
111,116,Suns,Celtics,11,89
82,108,Clippers,Mavericks,46,54
114,102,Hawks,Nets,27,73
103,108,Pistons,76ers,29,71
111,116,Grizzlies,Cavaliers,13,87
104,109,Kings,Bucks,14,86
100,115,Lakers,Nuggets,17,83
123,116,Pelicans,Trail Blazers,28,72
91,109,Pistons,Wizards,33,67
133,112,Warriors,Magic,76,24
115,120,Pacers,Raptors,23,77
100,105,Hornets,Heat,40,60
107,111,Timberwolves,Thunder,34,66
95,79,Spurs,Grizzlies,59,41
107,106,Kings,Bulls,44,56
108,114,Pelicans,Jazz,33,67
121,114,Cavaliers,Hawks,75,25
97,108,76ers,Celtics,21,79
110,111,Bulls,Nuggets,11,89
103,91,Bucks,Trail Blazers,30,70
126,107,Jazz,Clippers,41,59
108,121,Thunder,Magic,62,38
107,131,Suns,Pistons,16,84
113,118,Wizards,76ers,33,67
113,126,Hornets,Raptors,25,75
86,115,Heat,Knicks,38,62
97,118,Pacers,Rockets,16,84
120,102,Timberwolves,Pelicans,32,68
109,104,Nets,Mavericks,33,67
95,104,Grizzlies,Spurs,19,81
127,123,Warriors,Lakers,80,20
97,108,Heat,Cavaliers,28,72
104,99,Suns,Bulls,41,59
92,89,Wizards,Timberwolves,33,67
77,106,Nuggets,Jazz,36,64
112,87,Bucks,Kings,64,36
113,91,Cavaliers,76ers,43,57
109,121,Magic,Pacers,27,73
118,108,Pistons,Celtics,19,81
103,91,Trail Blazers,Knicks,52,48
103,117,Nets,Rockets,7,93
108,115,Mavericks,Spurs,18,82
115,120,Lakers,Clippers,27,73
110,106,Kings,Warriors,4,96
100,93,Heat,Bulls,61,39
108,119,Suns,Timberwolves,15,85
98,88,Nets,Grizzlies,26,74
111,130,Magic,76ers,19,81
108,105,Trail Blazers,Wizards,30,70
106,86,Spurs,Hornets,50,50
112,78,Raptors,Hawks,71,29
108,98,Celtics,Pacers,53,47
102,117,Knicks,Rockets,10,90
95,110,Pelicans,Warriors,14,86
81,97,Thunder,Mavericks,62,38
108,121,Bucks,Jazz,29,71
97,95,Clippers,Kings,60,40
127,125,Trail Blazers,Nets,60,40
104,116,Knicks,Hawks,55,45
103,118,Magic,Celtics,16,84
99,100,Hornets,Cavaliers,28,72
99,98,Pistons,Thunder,18,82
109,97,Heat,Timberwolves,22,78
104,107,Raptors,Pacers,50,50
92,104,Grizzlies,Nuggets,22,78
115,91,Pelicans,Suns,57,43
94,143,Bulls,Warriors,5,95
109,119,Nets,Cavaliers,15,85
81,101,Trail Blazers,76ers,39,61
124,129,Wizards,Hornets,40,60
98,104,Celtics,Heat,62,38
116,103,Clippers,Hawks,57,43
100,108,Raptors,Knicks,59,41
95,94,Mavericks,Grizzlies,27,73
95,125,Nuggets,Rockets,21,79
91,108,Warriors,Thunder,58,42
118,124,Magic,Timberwolves,21,79
90,107,Spurs,Pelicans,46,54
80,110,Bulls,Jazz,12,88
113,107,Bucks,Suns,49,51
102,113,Lakers,Kings,47,53
94,103,Bulls,Lakers,26,74
116,88,Cavaliers,Pistons,52,48
105,97,Pacers,Magic,36,64
102,118,Timberwolves,Hornets,39,61
86,107,Jazz,76ers,36,64
85,107,Clippers,Knicks,46,54
107,114,Thunder,Pelicans,54,46
100,92,Trail Blazers,Grizzlies,43,57
99,88,Wizards,Bucks,36,64
85,96,Hawks,Spurs,12,88
110,102,Celtics,Mavericks,69,31
114,98,Nuggets,Kings,63,37
91,100,Wizards,Raptors,28,72
120,95,Pacers,Heat,34,66
118,111,Warriors,Nets,81,19
100,97,Pistons,Timberwolves,24,76
105,113,Bulls,Suns,31,69
109,127,Nuggets,Lakers,59,41
87,102,Clippers,Hornets,37,63
125,85,Jazz,Magic,29,71
110,99,Celtics,Hawks,74,26
124,116,Warriors,76ers,73,27
105,83,Rockets,Grizzlies,61,39
79,111,Bucks,Mavericks,65,35
90,102,Kings,Trail Blazers,14,86
100,107,Pistons,Pacers,41,59
91,88,Heat,Wizards,28,72
113,118,Clippers,Cavaliers,29,71
84,107,Knicks,Raptors,19,81
107,118,Jazz,Nets,54,46
120,123,Hornets,Bulls,61,39
101,104,Thunder,Spurs,43,57
111,87,Timberwolves,Mavericks,65,35
82,86,Trail Blazers,Kings,71,29
114,146,Pelicans,Nuggets,27,73
122,113,Suns,Lakers,23,77
88,92,Warriors,Celtics,57,43
142,116,Rockets,Suns,75,25
80,126,Kings,Hawks,37,63
101,106,Jazz,Knicks,43,57
102,93,Wizards,Heat,44,56
79,92,Bulls,Thunder,9,91
115,107,Cavaliers,Hornets,41,59
95,99,Pistons,Bucks,33,67
116,113,Pacers,Grizzlies,30,70
86,98,Spurs,Timberwolves,32,68
125,116,Raptors,Pelicans,38,62
94,99,Magic,Trail Blazers,31,69
115,109,76ers,Lakers,49,51
109,102,Celtics,Nets,72,28
129,113,Raptors,Rockets,21,79
97,91,Spurs,Mavericks,64,36
92,110,Kings,Wizards,15,85
104,101,Cavaliers,Knicks,50,50
105,106,Hawks,Pelicans,14,86
103,110,Grizzlies,Bucks,34,66
100,93,Lakers,Suns,40,60
109,98,Timberwolves,Jazz,39,61
82,99,Nuggets,Trail Blazers,40,60
100,110,Magic,Warriors,10,90
109,105,76ers,Clippers,36,64
94,95,Raptors,Celtics,30,70
103,112,Heat,Pistons,35,65
118,95,Rockets,Pacers,59,41
99,112,Mavericks,Thunder,10,90
94,113,Hawks,Wizards,12,88
103,111,Clippers,Pelicans,31,69
96,111,Grizzlies,Rockets,18,82
91,118,Kings,Knicks,25,75
94,133,Bulls,Spurs,12,88
111,104,Cavaliers,Mavericks,58,42
90,98,Lakers,Bucks,31,69
114,135,76ers,Warriors,11,89
106,114,Nets,Jazz,18,82
110,118,Timberwolves,Suns,71,29
107,125,Magic,Nuggets,20,80
104,111,Hawks,Pistons,17,83
87,90,Hornets,Celtics,25,75
105,87,Pacers,Bulls,50,50
111,120,Clippers,Thunder,30,70
84,74,Heat,Jazz,26,74
94,87,Bucks,Spurs,25,75
128,112,Magic,Suns,51,49
101,97,Nets,Trail Blazers,17,83
95,111,Lakers,Wizards,20,80
118,122,Pelicans,Raptors,33,67
113,117,Cavaliers,Rockets,21,79
108,109,76ers,Kings,62,38
94,102,Thunder,Nuggets,40,60
97,114,Pacers,Pistons,26,74
99,112,Knicks,Magic,24,76
96,107,Lakers,Celtics,16,84
126,115,Heat,Suns,46,54
101,125,Timberwolves,Warriors,16,84
113,99,Mavericks,Wizards,16,84
119,124,Bucks,Cavaliers,32,68
117,112,Pelicans,Pacers,45,55
113,118,Hornets,Knicks,50,50
114,119,Bulls,Raptors,15,85
107,120,Clippers,Spurs,29,71
104,112,Nets,Nuggets,10,90
104,97,76ers,Jazz,27,73
98,97,Grizzlies,Trail Blazers,31,69
86,94,Thunder,Kings,80,20
110,107,Celtics,Hawks,74,26
98,92,Nets,Suns,37,63
80,97,Heat,Warriors,7,93
117,115,Hawks,Cavaliers,13,87
104,101,Heat,Clippers,30,70
104,88,Celtics,Magic,49,51
107,96,Wizards,Raptors,33,67
95,112,Suns,Spurs,16,84
110,137,Jazz,Rockets,23,77
101,108,Pacers,Knicks,43,57
94,112,Hornets,Timberwolves,37,63
99,103,Thunder,Trail Blazers,51,49
102,107,Grizzlies,Lakers,42,58
113,104,Grizzlies,Clippers,27,73
99,108,Kings,Pistons,22,78
99,112,Mavericks,Timberwolves,12,88
96,90,Pelicans,Bulls,58,42
127,108,Warriors,Nuggets,64,36
105,83,Bulls,Magic,14,86
130,122,Cavaliers,Wizards,34,66
110,121,Pacers,76ers,35,65
96,105,Bucks,Pistons,43,57
119,104,Rockets,Hawks,79,21
107,120,Suns,Knicks,36,64
101,108,Hornets,Spurs,37,63
99,94,Pelicans,Mavericks,57,43
94,95,Heat,Nuggets,19,81
109,100,Raptors,Jazz,32,68
101,94,Celtics,Thunder,25,75
112,124,Nets,Lakers,34,66
112,92,Warriors,Spurs,59,41
110,113,Lakers,Trail Blazers,27,73
109,119,Hawks,76ers,19,81
124,107,Pacers,Cavaliers,18,82
121,126,Bucks,Hornets,27,73
122,116,Suns,Wizards,15,85
91,97,Bulls,Heat,21,79
86,113,Kings,Celtics,9,91
119,97,Rockets,Knicks,66,34
104,98,Timberwolves,Pelicans,42,58
101,99,Magic,Grizzlies,42,58
103,112,Trail Blazers,Jazz,30,70
111,129,Raptors,Nuggets,34,66
98,119,Mavericks,Clippers,17,83
83,101,Kings,Pacers,22,78
122,114,Suns,Nets,35,65
110,91,Thunder,Bucks,54,46
93,113,Pistons,Lakers,49,51
110,116,Nuggets,Knicks,57,43
125,122,Timberwolves,Heat,49,51
94,108,Spurs,Celtics,35,65
104,99,Hornets,Grizzlies,33,67
115,99,Magic,Pelicans,27,73
115,107,76ers,Rockets,16,84
89,104,Mavericks,Jazz,14,86
99,85,Raptors,Trail Blazers,34,66
141,113,Warriors,Clippers,51,49
117,106,Bucks,Hawks,62,38
94,97,Spurs,Pacers,60,40
124,111,Nuggets,Nets,60,40
113,120,Magic,Hornets,35,65
110,83,Wizards,Kings,67,33
114,95,Knicks,Cavaliers,18,82
115,107,Pistons,Warriors,8,92
101,123,Cavaliers,Pelicans,50,50
96,90,Celtics,Heat,49,51
89,103,Rockets,Grizzlies,56,44
101,69,Thunder,Bulls,71,29
112,110,76ers,Mavericks,47,53
81,96,Lakers,Jazz,14,86
107,114,Suns,Trail Blazers,16,84
95,87,Pistons,Clippers,19,81
109,93,Rockets,Hornets,54,46
87,114,Spurs,Magic,55,45
86,107,Nets,Knicks,41,59
105,100,Nuggets,Hawks,71,29
116,119,Thunder,Timberwolves,50,50
101,92,Raptors,Lakers,54,46
117,120,Wizards,Warriors,16,84
86,91,Hawks,Bulls,37,63
96,89,Celtics,Bucks,38,62
91,96,Mavericks,Grizzlies,24,76
104,103,Clippers,Trail Blazers,40,60
114,106,Pelicans,Kings,61,39
93,110,Nuggets,Hornets,39,61
105,104,Rockets,76ers,64,36
101,122,Timberwolves,Pistons,48,52
107,112,Cavaliers,Nets,71,29
96,114,Pacers,Thunder,11,89
117,100,Spurs,Heat,55,45
94,103,Grizzlies,Mavericks,55,45
88,97,Jazz,Suns,56,44
112,117,Raptors,Warriors,15,85
99,102,Wizards,Lakers,58,42
121,125,Nets,Magic,24,76
112,119,Bulls,Cavaliers,9,91
89,110,Knicks,Celtics,18,82
130,107,Pacers,Timberwolves,14,86
93,103,Pelicans,Trail Blazers,33,67
84,102,Jazz,Clippers,35,65
97,86,76ers,Pistons,37,63
93,104,Hawks,Heat,17,83
94,103,Hornets,Bucks,36,64
98,90,Grizzlies,Rockets,15,85
133,103,Warriors,Mavericks,82,18
97,101,Raptors,Spurs,28,72
109,104,Wizards,Nuggets,28,72
115,117,Kings,Suns,34,66
104,116,Hawks,Nets,33,67
115,113,Timberwolves,Thunder,35,65
119,112,Pelicans,Lakers,50,50
94,128,76ers,Raptors,22,78
91,107,Mavericks,Rockets,8,92
111,107,Pistons,Knicks,38,62
101,111,Warriors,Grizzlies,70,30
108,112,Pacers,Heat,22,78
114,93,Magic,Cavaliers,15,85
87,77,Spurs,Bulls,72,28
110,113,Trail Blazers,Bucks,42,58
87,96,Thunder,Jazz,52,48
79,96,Kings,Nuggets,9,91
88,130,Suns,Clippers,12,88
91,109,Hawks,Hornets,17,83
102,92,Celtics,76ers,45,55
116,97,Cavaliers,Bucks,52,48
111,115,Pistons,Wizards,23,77
114,96,Trail Blazers,Pacers,55,45
121,126,Magic,Nets,49,51
97,100,Jazz,Timberwolves,32,68
93,88,Kings,Mavericks,29,71
128,120,Warriors,Pelicans,68,32
132,130,Lakers,Suns,34,66
100,117,Bulls,Raptors,16,84
84,105,Knicks,Thunder,10,90
108,92,Clippers,Lakers,57,43
131,140,Nets,Pacers,32,68
90,102,Hornets,Pistons,52,48
109,116,Heat,Magic,40,60
115,120,76ers,Wizards,28,72
108,100,Bucks,Celtics,41,59
91,103,Pelicans,Grizzlies,47,53
117,111,Hawks,Mavericks,28,72
96,106,Nuggets,Jazz,34,66
99,107,Timberwolves,Spurs,36,64
105,100,Rockets,Kings,76,24
124,76,Trail Blazers,Suns,51,49
99,102,Celtics,Cavaliers,24,76
122,121,Rockets,Warriors,25,75
