href,id,name,popularity,type,uri,external_urls.spotify,followers.href,followers.total
https://api.spotify.com/v1/artists/1aVONoJ0EM97BB26etc1vo,1aVONoJ0EM97BB26etc1vo,Steve Reich,51,artist,spotify:artist:1aVONoJ0EM97BB26etc1vo,https://open.spotify.com/artist/1aVONoJ0EM97BB26etc1vo,NA,140289
https://api.spotify.com/v1/artists/69lxxQvsfAIoQbB20bEPFC,69lxxQvsfAIoQbB20bEPFC,Philip Glass,65,artist,spotify:artist:69lxxQvsfAIoQbB20bEPFC,https://open.spotify.com/artist/69lxxQvsfAIoQbB20bEPFC,NA,391623
https://api.spotify.com/v1/artists/3nZ3ed6p4CKc1McTLypr6H,3nZ3ed6p4CKc1McTLypr6H,Marconi Union,60,artist,spotify:artist:3nZ3ed6p4CKc1McTLypr6H,https://open.spotify.com/artist/3nZ3ed6p4CKc1McTLypr6H,NA,126934
https://api.spotify.com/v1/artists/2jbP92oFLWqPqogflK1wlW,2jbP92oFLWqPqogflK1wlW,Skream,53,artist,spotify:artist:2jbP92oFLWqPqogflK1wlW,https://open.spotify.com/artist/2jbP92oFLWqPqogflK1wlW,NA,87601
https://api.spotify.com/v1/artists/0bsV0sUjnCuCTYOnNHQl3E,0bsV0sUjnCuCTYOnNHQl3E,Julia Holter,46,artist,spotify:artist:0bsV0sUjnCuCTYOnNHQl3E,https://open.spotify.com/artist/0bsV0sUjnCuCTYOnNHQl3E,NA,84081
https://api.spotify.com/v1/artists/5vSQUyT33qxr1xAX2Tkf3A,5vSQUyT33qxr1xAX2Tkf3A,Clams Casino,65,artist,spotify:artist:5vSQUyT33qxr1xAX2Tkf3A,https://open.spotify.com/artist/5vSQUyT33qxr1xAX2Tkf3A,NA,140453
https://api.spotify.com/v1/artists/3KOHpygRuo1ruQAbEneR3t,3KOHpygRuo1ruQAbEneR3t,George FitzGerald,59,artist,spotify:artist:3KOHpygRuo1ruQAbEneR3t,https://open.spotify.com/artist/3KOHpygRuo1ruQAbEneR3t,NA,89514
https://api.spotify.com/v1/artists/4Sw0SFu1fFdYXdAEVdrqnO,4Sw0SFu1fFdYXdAEVdrqnO,Mount Eerie,46,artist,spotify:artist:4Sw0SFu1fFdYXdAEVdrqnO,https://open.spotify.com/artist/4Sw0SFu1fFdYXdAEVdrqnO,NA,80272
https://api.spotify.com/v1/artists/0WtTGUjbur1R1cNzBvbsMU,0WtTGUjbur1R1cNzBvbsMU,Broadcast,51,artist,spotify:artist:0WtTGUjbur1R1cNzBvbsMU,https://open.spotify.com/artist/0WtTGUjbur1R1cNzBvbsMU,NA,92590
https://api.spotify.com/v1/artists/38DX4hQVvPBs3PThDIAK11,38DX4hQVvPBs3PThDIAK11,Carbon Based Lifeforms,52,artist,spotify:artist:38DX4hQVvPBs3PThDIAK11,https://open.spotify.com/artist/38DX4hQVvPBs3PThDIAK11,NA,101744
https://api.spotify.com/v1/artists/0VOR7Ie9xUSb45fzIIVJQ1,0VOR7Ie9xUSb45fzIIVJQ1,Hammock,59,artist,spotify:artist:0VOR7Ie9xUSb45fzIIVJQ1,https://open.spotify.com/artist/0VOR7Ie9xUSb45fzIIVJQ1,NA,126674
https://api.spotify.com/v1/artists/02uPe16VFxPaiueQsPEDkE,02uPe16VFxPaiueQsPEDkE,The Album Leaf,53,artist,spotify:artist:02uPe16VFxPaiueQsPEDkE,https://open.spotify.com/artist/02uPe16VFxPaiueQsPEDkE,NA,125991
https://api.spotify.com/v1/artists/1U0FaHAc4fcwQcYEJFgkm9,1U0FaHAc4fcwQcYEJFgkm9,Balmorhea,56,artist,spotify:artist:1U0FaHAc4fcwQcYEJFgkm9,https://open.spotify.com/artist/1U0FaHAc4fcwQcYEJFgkm9,NA,114809
https://api.spotify.com/v1/artists/3VRvi42U8SsiT4YKP5LNCB,3VRvi42U8SsiT4YKP5LNCB,Extrawelt,46,artist,spotify:artist:3VRvi42U8SsiT4YKP5LNCB,https://open.spotify.com/artist/3VRvi42U8SsiT4YKP5LNCB,NA,102168
https://api.spotify.com/v1/artists/27LGatz1m8aJ7ZaVVWEphc,27LGatz1m8aJ7ZaVVWEphc,Gui Boratto,50,artist,spotify:artist:27LGatz1m8aJ7ZaVVWEphc,https://open.spotify.com/artist/27LGatz1m8aJ7ZaVVWEphc,NA,111164
https://api.spotify.com/v1/artists/4GcpBLY8g8NrmimWbssM26,4GcpBLY8g8NrmimWbssM26,Mndsgn,53,artist,spotify:artist:4GcpBLY8g8NrmimWbssM26,https://open.spotify.com/artist/4GcpBLY8g8NrmimWbssM26,NA,91127
https://api.spotify.com/v1/artists/17Zu03OgBVxgLxWmRUyNOJ,17Zu03OgBVxgLxWmRUyNOJ,Knxwledge,65,artist,spotify:artist:17Zu03OgBVxgLxWmRUyNOJ,https://open.spotify.com/artist/17Zu03OgBVxgLxWmRUyNOJ,NA,99077
https://api.spotify.com/v1/artists/5LhTec3c7dcqBvpLRWbMcf,5LhTec3c7dcqBvpLRWbMcf,Madlib,66,artist,spotify:artist:5LhTec3c7dcqBvpLRWbMcf,https://open.spotify.com/artist/5LhTec3c7dcqBvpLRWbMcf,NA,213757
https://api.spotify.com/v1/artists/6C403AR4y6PjN0xNNGh42m,6C403AR4y6PjN0xNNGh42m,Shabazz Palaces,44,artist,spotify:artist:6C403AR4y6PjN0xNNGh42m,https://open.spotify.com/artist/6C403AR4y6PjN0xNNGh42m,NA,89568
https://api.spotify.com/v1/artists/1rJkz5vopfGxTUGFNB3o4G,1rJkz5vopfGxTUGFNB3o4G,Quasimoto,53,artist,spotify:artist:1rJkz5vopfGxTUGFNB3o4G,https://open.spotify.com/artist/1rJkz5vopfGxTUGFNB3o4G,NA,145666
https://api.spotify.com/v1/artists/0IVcLMMbm05VIjnzPkGCyp,0IVcLMMbm05VIjnzPkGCyp,J Dilla,61,artist,spotify:artist:0IVcLMMbm05VIjnzPkGCyp,https://open.spotify.com/artist/0IVcLMMbm05VIjnzPkGCyp,NA,372147
https://api.spotify.com/v1/artists/2aoFQUeHD1U7pL098lRsDU,2aoFQUeHD1U7pL098lRsDU,Madvillain,68,artist,spotify:artist:2aoFQUeHD1U7pL098lRsDU,https://open.spotify.com/artist/2aoFQUeHD1U7pL098lRsDU,NA,263697
https://api.spotify.com/v1/artists/1DXylZlWbVvlckNqwvjTEt,1DXylZlWbVvlckNqwvjTEt,Ministry,53,artist,spotify:artist:1DXylZlWbVvlckNqwvjTEt,https://open.spotify.com/artist/1DXylZlWbVvlckNqwvjTEt,NA,274980
https://api.spotify.com/v1/artists/3V4IvzRQYP5mzuVtkcHgVa,3V4IvzRQYP5mzuVtkcHgVa,KMFDM,51,artist,spotify:artist:3V4IvzRQYP5mzuVtkcHgVa,https://open.spotify.com/artist/3V4IvzRQYP5mzuVtkcHgVa,NA,148878
https://api.spotify.com/v1/artists/7KomCxZv6D5qCVvefwMnwB,7KomCxZv6D5qCVvefwMnwB,Einstürzende Neubauten,45,artist,spotify:artist:7KomCxZv6D5qCVvefwMnwB,https://open.spotify.com/artist/7KomCxZv6D5qCVvefwMnwB,NA,99061
https://api.spotify.com/v1/artists/0Zy4ncr8h1jd7Nzr9946fD,0Zy4ncr8h1jd7Nzr9946fD,Killing Joke,53,artist,spotify:artist:0Zy4ncr8h1jd7Nzr9946fD,https://open.spotify.com/artist/0Zy4ncr8h1jd7Nzr9946fD,NA,163502
https://api.spotify.com/v1/artists/6uVeWolwyRDrT84lLsaZyW,6uVeWolwyRDrT84lLsaZyW,Suicide,49,artist,spotify:artist:6uVeWolwyRDrT84lLsaZyW,https://open.spotify.com/artist/6uVeWolwyRDrT84lLsaZyW,NA,91029
https://api.spotify.com/v1/artists/0m5XJwKGYyUjd3VMfcINCQ,0m5XJwKGYyUjd3VMfcINCQ,Shpongle,50,artist,spotify:artist:0m5XJwKGYyUjd3VMfcINCQ,https://open.spotify.com/artist/0m5XJwKGYyUjd3VMfcINCQ,NA,174020
https://api.spotify.com/v1/artists/5KNQvpxpsSUsL8Mon7SjYn,5KNQvpxpsSUsL8Mon7SjYn,Karsh Kale,44,artist,spotify:artist:5KNQvpxpsSUsL8Mon7SjYn,https://open.spotify.com/artist/5KNQvpxpsSUsL8Mon7SjYn,NA,93394
https://api.spotify.com/v1/artists/4YrKBkKSVeqDamzBPWVnSJ,4YrKBkKSVeqDamzBPWVnSJ,Basement Jaxx,59,artist,spotify:artist:4YrKBkKSVeqDamzBPWVnSJ,https://open.spotify.com/artist/4YrKBkKSVeqDamzBPWVnSJ,NA,357495
https://api.spotify.com/v1/artists/4sf3QZW8a3xZ14IGsOAzoy,4sf3QZW8a3xZ14IGsOAzoy,Cassius,55,artist,spotify:artist:4sf3QZW8a3xZ14IGsOAzoy,https://open.spotify.com/artist/4sf3QZW8a3xZ14IGsOAzoy,NA,136873
https://api.spotify.com/v1/artists/5nPOO9iTcrs9k6yFffPxjH,5nPOO9iTcrs9k6yFffPxjH,Röyksopp,63,artist,spotify:artist:5nPOO9iTcrs9k6yFffPxjH,https://open.spotify.com/artist/5nPOO9iTcrs9k6yFffPxjH,NA,582261
https://api.spotify.com/v1/artists/43mWhBXSflupNLuNjM5vff,43mWhBXSflupNLuNjM5vff,Soulwax,55,artist,spotify:artist:43mWhBXSflupNLuNjM5vff,https://open.spotify.com/artist/43mWhBXSflupNLuNjM5vff,NA,167292
https://api.spotify.com/v1/artists/31DXlldabwPHwu6dYevuzK,31DXlldabwPHwu6dYevuzK,Simian Mobile Disco,46,artist,spotify:artist:31DXlldabwPHwu6dYevuzK,https://open.spotify.com/artist/31DXlldabwPHwu6dYevuzK,NA,131895
https://api.spotify.com/v1/artists/6FXMGgJwohJLUSr5nVlf9X,6FXMGgJwohJLUSr5nVlf9X,Massive Attack,67,artist,spotify:artist:6FXMGgJwohJLUSr5nVlf9X,https://open.spotify.com/artist/6FXMGgJwohJLUSr5nVlf9X,NA,1354261
https://api.spotify.com/v1/artists/6bWxFw65IEJzBYjx3SxUXd,6bWxFw65IEJzBYjx3SxUXd,Morcheeba,61,artist,spotify:artist:6bWxFw65IEJzBYjx3SxUXd,https://open.spotify.com/artist/6bWxFw65IEJzBYjx3SxUXd,NA,509442
https://api.spotify.com/v1/artists/4aaBjq7VqqQvpSF69GglvO,4aaBjq7VqqQvpSF69GglvO,Moloko,57,artist,spotify:artist:4aaBjq7VqqQvpSF69GglvO,https://open.spotify.com/artist/4aaBjq7VqqQvpSF69GglvO,NA,263555
https://api.spotify.com/v1/artists/08YvZ2qzFrDSITfHLbPKMP,08YvZ2qzFrDSITfHLbPKMP,Lamb,49,artist,spotify:artist:08YvZ2qzFrDSITfHLbPKMP,https://open.spotify.com/artist/08YvZ2qzFrDSITfHLbPKMP,NA,158862
https://api.spotify.com/v1/artists/3OsRAKCvk37zwYcnzRf5XF,3OsRAKCvk37zwYcnzRf5XF,Moby,72,artist,spotify:artist:3OsRAKCvk37zwYcnzRf5XF,https://open.spotify.com/artist/3OsRAKCvk37zwYcnzRf5XF,NA,1152139
https://api.spotify.com/v1/artists/6hhA8TKRNryM8FNzqCqdDO,6hhA8TKRNryM8FNzqCqdDO,Tricky,55,artist,spotify:artist:6hhA8TKRNryM8FNzqCqdDO,https://open.spotify.com/artist/6hhA8TKRNryM8FNzqCqdDO,NA,288344
https://api.spotify.com/v1/artists/1EJWNhiYbOyeUHbsS7Kp1P,1EJWNhiYbOyeUHbsS7Kp1P,Sneaker Pimps,49,artist,spotify:artist:1EJWNhiYbOyeUHbsS7Kp1P,https://open.spotify.com/artist/1EJWNhiYbOyeUHbsS7Kp1P,NA,145997
https://api.spotify.com/v1/artists/30uiS1n3uIGXJEYFR1GVDy,30uiS1n3uIGXJEYFR1GVDy,The Brian Jonestown Massacre,58,artist,spotify:artist:30uiS1n3uIGXJEYFR1GVDy,https://open.spotify.com/artist/30uiS1n3uIGXJEYFR1GVDy,NA,210784
https://api.spotify.com/v1/artists/1WHoAjAWGx5qLsgzpaOk7W,1WHoAjAWGx5qLsgzpaOk7W,Hercules & Love Affair,53,artist,spotify:artist:1WHoAjAWGx5qLsgzpaOk7W,https://open.spotify.com/artist/1WHoAjAWGx5qLsgzpaOk7W,NA,134930
https://api.spotify.com/v1/artists/3qwabfaWewpfli7hMNM3O8,3qwabfaWewpfli7hMNM3O8,Róisín Murphy,56,artist,spotify:artist:3qwabfaWewpfli7hMNM3O8,https://open.spotify.com/artist/3qwabfaWewpfli7hMNM3O8,NA,165571
https://api.spotify.com/v1/artists/50Lr1puweM1hFsF1LpIZLM,50Lr1puweM1hFsF1LpIZLM,WhoMadeWho,54,artist,spotify:artist:50Lr1puweM1hFsF1LpIZLM,https://open.spotify.com/artist/50Lr1puweM1hFsF1LpIZLM,NA,88796
https://api.spotify.com/v1/artists/3QhNv79NoIvarU6N57GBzL,3QhNv79NoIvarU6N57GBzL,Miss Kittin,50,artist,spotify:artist:3QhNv79NoIvarU6N57GBzL,https://open.spotify.com/artist/3QhNv79NoIvarU6N57GBzL,NA,90568
https://api.spotify.com/v1/artists/3aKCo8gLJfuPYtr88aWKjF,3aKCo8gLJfuPYtr88aWKjF,Télépopmusik,51,artist,spotify:artist:3aKCo8gLJfuPYtr88aWKjF,https://open.spotify.com/artist/3aKCo8gLJfuPYtr88aWKjF,NA,146905
https://api.spotify.com/v1/artists/5BKsn7SCN2XmbF7apdCpRS,5BKsn7SCN2XmbF7apdCpRS,Goldfrapp,56,artist,spotify:artist:5BKsn7SCN2XmbF7apdCpRS,https://open.spotify.com/artist/5BKsn7SCN2XmbF7apdCpRS,NA,375481
https://api.spotify.com/v1/artists/1Q776wzj2mrtXrNu3iH6nk,1Q776wzj2mrtXrNu3iH6nk,Archive,51,artist,spotify:artist:1Q776wzj2mrtXrNu3iH6nk,https://open.spotify.com/artist/1Q776wzj2mrtXrNu3iH6nk,NA,159079
https://api.spotify.com/v1/artists/3s398TKZNahAURRacx7oIT,3s398TKZNahAURRacx7oIT,Ian Brown,53,artist,spotify:artist:3s398TKZNahAURRacx7oIT,https://open.spotify.com/artist/3s398TKZNahAURRacx7oIT,NA,210336
https://api.spotify.com/v1/artists/5fScAXreYFnuqwOgBsJgSd,5fScAXreYFnuqwOgBsJgSd,The Charlatans,53,artist,spotify:artist:5fScAXreYFnuqwOgBsJgSd,https://open.spotify.com/artist/5fScAXreYFnuqwOgBsJgSd,NA,220780
https://api.spotify.com/v1/artists/1lYT0A0LV5DUfxr6doRP3d,1lYT0A0LV5DUfxr6doRP3d,The Stone Roses,65,artist,spotify:artist:1lYT0A0LV5DUfxr6doRP3d,https://open.spotify.com/artist/1lYT0A0LV5DUfxr6doRP3d,NA,889447
https://api.spotify.com/v1/artists/0sHeX8oQ6o7xic3wMf4NBU,0sHeX8oQ6o7xic3wMf4NBU,Supergrass,62,artist,spotify:artist:0sHeX8oQ6o7xic3wMf4NBU,https://open.spotify.com/artist/0sHeX8oQ6o7xic3wMf4NBU,NA,338379
https://api.spotify.com/v1/artists/47Z8LEl3LnQkcpva0xSthT,47Z8LEl3LnQkcpva0xSthT,The La's,57,artist,spotify:artist:47Z8LEl3LnQkcpva0xSthT,https://open.spotify.com/artist/47Z8LEl3LnQkcpva0xSthT,NA,113239
https://api.spotify.com/v1/artists/5vIOGcdmx1eIkq3ZtuS12U,5vIOGcdmx1eIkq3ZtuS12U,Ocean Colour Scene,54,artist,spotify:artist:5vIOGcdmx1eIkq3ZtuS12U,https://open.spotify.com/artist/5vIOGcdmx1eIkq3ZtuS12U,NA,257713
https://api.spotify.com/v1/artists/36E7oYfz3LLRto6l2WmDcD,36E7oYfz3LLRto6l2WmDcD,Pulp,63,artist,spotify:artist:36E7oYfz3LLRto6l2WmDcD,https://open.spotify.com/artist/36E7oYfz3LLRto6l2WmDcD,NA,512012
https://api.spotify.com/v1/artists/2uH0RyPcX7fnCcT90HFDQX,2uH0RyPcX7fnCcT90HFDQX,Manic Street Preachers,60,artist,spotify:artist:2uH0RyPcX7fnCcT90HFDQX,https://open.spotify.com/artist/2uH0RyPcX7fnCcT90HFDQX,NA,413316
https://api.spotify.com/v1/artists/0LVrQUinPUBFvVD5pLqmWY,0LVrQUinPUBFvVD5pLqmWY,Doves,53,artist,spotify:artist:0LVrQUinPUBFvVD5pLqmWY,https://open.spotify.com/artist/0LVrQUinPUBFvVD5pLqmWY,NA,167505
https://api.spotify.com/v1/artists/2cGwlqi3k18jFpUyTrsR84,2cGwlqi3k18jFpUyTrsR84,The Verve,69,artist,spotify:artist:2cGwlqi3k18jFpUyTrsR84,https://open.spotify.com/artist/2cGwlqi3k18jFpUyTrsR84,NA,1335332
https://api.spotify.com/v1/artists/6bGcpvHbRHg8s0wiNyIZK1,6bGcpvHbRHg8s0wiNyIZK1,Kula Shaker,48,artist,spotify:artist:6bGcpvHbRHg8s0wiNyIZK1,https://open.spotify.com/artist/6bGcpvHbRHg8s0wiNyIZK1,NA,134438
https://api.spotify.com/v1/artists/0qLNsNKm8bQcMoRFkR8Hmh,0qLNsNKm8bQcMoRFkR8Hmh,James,62,artist,spotify:artist:0qLNsNKm8bQcMoRFkR8Hmh,https://open.spotify.com/artist/0qLNsNKm8bQcMoRFkR8Hmh,NA,320156
https://api.spotify.com/v1/artists/0vBDEQ1aLZpe4zgn2fPH6Z,0vBDEQ1aLZpe4zgn2fPH6Z,Cast,47,artist,spotify:artist:0vBDEQ1aLZpe4zgn2fPH6Z,https://open.spotify.com/artist/0vBDEQ1aLZpe4zgn2fPH6Z,NA,87763
https://api.spotify.com/v1/artists/3iejrAcqxYoVgyxp6zkWgs,3iejrAcqxYoVgyxp6zkWgs,Shed Seven,49,artist,spotify:artist:3iejrAcqxYoVgyxp6zkWgs,https://open.spotify.com/artist/3iejrAcqxYoVgyxp6zkWgs,NA,83504
https://api.spotify.com/v1/artists/1HGTHrRQkw0BtevSo1jucU,1HGTHrRQkw0BtevSo1jucU,Richard Ashcroft,53,artist,spotify:artist:1HGTHrRQkw0BtevSo1jucU,https://open.spotify.com/artist/1HGTHrRQkw0BtevSo1jucU,NA,253091
https://api.spotify.com/v1/artists/01xiB0IlXMXy3wrrotgDnU,01xiB0IlXMXy3wrrotgDnU,Clint Mansell,56,artist,spotify:artist:01xiB0IlXMXy3wrrotgDnU,https://open.spotify.com/artist/01xiB0IlXMXy3wrrotgDnU,NA,112516
https://api.spotify.com/v1/artists/2Eg0o1Mok66akOkuOiGdEv,2Eg0o1Mok66akOkuOiGdEv,Zack Hemsey,57,artist,spotify:artist:2Eg0o1Mok66akOkuOiGdEv,https://open.spotify.com/artist/2Eg0o1Mok66akOkuOiGdEv,NA,99087
https://api.spotify.com/v1/artists/6596yDTd94cIC3dlBptxDH,6596yDTd94cIC3dlBptxDH,Waldeck,53,artist,spotify:artist:6596yDTd94cIC3dlBptxDH,https://open.spotify.com/artist/6596yDTd94cIC3dlBptxDH,NA,94068
https://api.spotify.com/v1/artists/13ccXrK7AmXb4TddMkE7jy,13ccXrK7AmXb4TddMkE7jy,Everything But The Girl,60,artist,spotify:artist:13ccXrK7AmXb4TddMkE7jy,https://open.spotify.com/artist/13ccXrK7AmXb4TddMkE7jy,NA,176881
https://api.spotify.com/v1/artists/5PYuBRQMHh7nWmdV076sH9,5PYuBRQMHh7nWmdV076sH9,Heaven 17,46,artist,spotify:artist:5PYuBRQMHh7nWmdV076sH9,https://open.spotify.com/artist/5PYuBRQMHh7nWmdV076sH9,NA,134302
https://api.spotify.com/v1/artists/1aX2dmV8XoHYCOQRxjPESG,1aX2dmV8XoHYCOQRxjPESG,The Human League,63,artist,spotify:artist:1aX2dmV8XoHYCOQRxjPESG,https://open.spotify.com/artist/1aX2dmV8XoHYCOQRxjPESG,NA,592833
https://api.spotify.com/v1/artists/1G1mX30GpUJqOr1QU2eBSs,1G1mX30GpUJqOr1QU2eBSs,Yazoo,59,artist,spotify:artist:1G1mX30GpUJqOr1QU2eBSs,https://open.spotify.com/artist/1G1mX30GpUJqOr1QU2eBSs,NA,280193
https://api.spotify.com/v1/artists/2s79xe5F6eUQkjwjww27Fh,2s79xe5F6eUQkjwjww27Fh,ABC,54,artist,spotify:artist:2s79xe5F6eUQkjwjww27Fh,https://open.spotify.com/artist/2s79xe5F6eUQkjwjww27Fh,NA,200537
https://api.spotify.com/v1/artists/0EPf9vAXPdFV5Ezp1sMX8B,0EPf9vAXPdFV5Ezp1sMX8B,Visage,49,artist,spotify:artist:0EPf9vAXPdFV5Ezp1sMX8B,https://open.spotify.com/artist/0EPf9vAXPdFV5Ezp1sMX8B,NA,108254
https://api.spotify.com/v1/artists/2VZNmg4vCnew4Pavo8zDdW,2VZNmg4vCnew4Pavo8zDdW,Max Richter,76,artist,spotify:artist:2VZNmg4vCnew4Pavo8zDdW,https://open.spotify.com/artist/2VZNmg4vCnew4Pavo8zDdW,NA,447400
https://api.spotify.com/v1/artists/3IpQziA6YwD53PQ5xbwgLF,3IpQziA6YwD53PQ5xbwgLF,Jóhann Jóhannsson,64,artist,spotify:artist:3IpQziA6YwD53PQ5xbwgLF,https://open.spotify.com/artist/3IpQziA6YwD53PQ5xbwgLF,NA,146455
https://api.spotify.com/v1/artists/6UEYawMcp2M4JFoXVOtZEq,6UEYawMcp2M4JFoXVOtZEq,Dustin O'Halloran,62,artist,spotify:artist:6UEYawMcp2M4JFoXVOtZEq,https://open.spotify.com/artist/6UEYawMcp2M4JFoXVOtZEq,NA,117751
https://api.spotify.com/v1/artists/5Wabl1lPdNOeIn0SQ5A1mp,5Wabl1lPdNOeIn0SQ5A1mp,Cocteau Twins,60,artist,spotify:artist:5Wabl1lPdNOeIn0SQ5A1mp,https://open.spotify.com/artist/5Wabl1lPdNOeIn0SQ5A1mp,NA,289041
https://api.spotify.com/v1/artists/4l8xPGtl6DHR2uvunqrl8r,4l8xPGtl6DHR2uvunqrl8r,CAN,55,artist,spotify:artist:4l8xPGtl6DHR2uvunqrl8r,https://open.spotify.com/artist/4l8xPGtl6DHR2uvunqrl8r,NA,165166
https://api.spotify.com/v1/artists/1BGN1IdyiSR0ZYrkoKNchl,1BGN1IdyiSR0ZYrkoKNchl,Tangerine Dream,52,artist,spotify:artist:1BGN1IdyiSR0ZYrkoKNchl,https://open.spotify.com/artist/1BGN1IdyiSR0ZYrkoKNchl,NA,167852
https://api.spotify.com/v1/artists/7MqnCTCAX6SsIYYdJCQj9B,7MqnCTCAX6SsIYYdJCQj9B,Pendulum,64,artist,spotify:artist:7MqnCTCAX6SsIYYdJCQj9B,https://open.spotify.com/artist/7MqnCTCAX6SsIYYdJCQj9B,NA,688925
https://api.spotify.com/v1/artists/4YWj8sohRDjL9deiuRvEEY,4YWj8sohRDjL9deiuRvEEY,Noisia,54,artist,spotify:artist:4YWj8sohRDjL9deiuRvEEY,https://open.spotify.com/artist/4YWj8sohRDjL9deiuRvEEY,NA,196068
https://api.spotify.com/v1/artists/0bxHci3JIhhKA53n8rH3tT,0bxHci3JIhhKA53n8rH3tT,High Contrast,58,artist,spotify:artist:0bxHci3JIhhKA53n8rH3tT,https://open.spotify.com/artist/0bxHci3JIhhKA53n8rH3tT,NA,127336
https://api.spotify.com/v1/artists/3jNkaOXasoc7RsxdchvEVq,3jNkaOXasoc7RsxdchvEVq,Chase & Status,64,artist,spotify:artist:3jNkaOXasoc7RsxdchvEVq,https://open.spotify.com/artist/3jNkaOXasoc7RsxdchvEVq,NA,489281
https://api.spotify.com/v1/artists/6r20qOqY7qDWI0PPTxVMlC,6r20qOqY7qDWI0PPTxVMlC,DJ Fresh,62,artist,spotify:artist:6r20qOqY7qDWI0PPTxVMlC,https://open.spotify.com/artist/6r20qOqY7qDWI0PPTxVMlC,NA,248597
https://api.spotify.com/v1/artists/4BKyei61gtyDFxlKhcvBJJ,4BKyei61gtyDFxlKhcvBJJ,Celldweller,59,artist,spotify:artist:4BKyei61gtyDFxlKhcvBJJ,https://open.spotify.com/artist/4BKyei61gtyDFxlKhcvBJJ,NA,166507
https://api.spotify.com/v1/artists/3cQA9WH8liZfeja1DxcDYE,3cQA9WH8liZfeja1DxcDYE,Armand Van Helden,64,artist,spotify:artist:3cQA9WH8liZfeja1DxcDYE,https://open.spotify.com/artist/3cQA9WH8liZfeja1DxcDYE,NA,147043
https://api.spotify.com/v1/artists/4ucW1LE5T7y7X4jlaKCeVo,4ucW1LE5T7y7X4jlaKCeVo,Dub FX,50,artist,spotify:artist:4ucW1LE5T7y7X4jlaKCeVo,https://open.spotify.com/artist/4ucW1LE5T7y7X4jlaKCeVo,NA,155269
https://api.spotify.com/v1/artists/7krx6UBDKLwE0q3s3fesqF,7krx6UBDKLwE0q3s3fesqF,C & C Music Factory,56,artist,spotify:artist:7krx6UBDKLwE0q3s3fesqF,https://open.spotify.com/artist/7krx6UBDKLwE0q3s3fesqF,NA,117609
https://api.spotify.com/v1/artists/2Cd98zHVdZeOCisc6Gi2sB,2Cd98zHVdZeOCisc6Gi2sB,Technotronic,59,artist,spotify:artist:2Cd98zHVdZeOCisc6Gi2sB,https://open.spotify.com/artist/2Cd98zHVdZeOCisc6Gi2sB,NA,138469
https://api.spotify.com/v1/artists/18JD8DVlD1fakDAw7E9LFC,18JD8DVlD1fakDAw7E9LFC,2 Unlimited,57,artist,spotify:artist:18JD8DVlD1fakDAw7E9LFC,https://open.spotify.com/artist/18JD8DVlD1fakDAw7E9LFC,NA,117146
https://api.spotify.com/v1/artists/2FrKQPjJe4pVMZOgm0ESOx,2FrKQPjJe4pVMZOgm0ESOx,SNAP!,62,artist,spotify:artist:2FrKQPjJe4pVMZOgm0ESOx,https://open.spotify.com/artist/2FrKQPjJe4pVMZOgm0ESOx,NA,106284
https://api.spotify.com/v1/artists/0BZ3BHzfYwpd3k5TDnvAz8,0BZ3BHzfYwpd3k5TDnvAz8,Culture Beat,59,artist,spotify:artist:0BZ3BHzfYwpd3k5TDnvAz8,https://open.spotify.com/artist/0BZ3BHzfYwpd3k5TDnvAz8,NA,81014
https://api.spotify.com/v1/artists/3JxCEqL9zjKnDJgUhRuRJD,3JxCEqL9zjKnDJgUhRuRJD,Neneh Cherry,55,artist,spotify:artist:3JxCEqL9zjKnDJgUhRuRJD,https://open.spotify.com/artist/3JxCEqL9zjKnDJgUhRuRJD,NA,96867
https://api.spotify.com/v1/artists/67YNiSqhrx1P8oPvIIvbP5,67YNiSqhrx1P8oPvIIvbP5,The Lightning Seeds,50,artist,spotify:artist:67YNiSqhrx1P8oPvIIvbP5,https://open.spotify.com/artist/67YNiSqhrx1P8oPvIIvbP5,NA,83763
https://api.spotify.com/v1/artists/0yNLKJebCb8Aueb54LYya3,0yNLKJebCb8Aueb54LYya3,New Order,70,artist,spotify:artist:0yNLKJebCb8Aueb54LYya3,https://open.spotify.com/artist/0yNLKJebCb8Aueb54LYya3,NA,1148016
https://api.spotify.com/v1/artists/7cKtqv9cYVlOwnuCFH95ce,7cKtqv9cYVlOwnuCFH95ce,The The,56,artist,spotify:artist:7cKtqv9cYVlOwnuCFH95ce,https://open.spotify.com/artist/7cKtqv9cYVlOwnuCFH95ce,NA,183023
https://api.spotify.com/v1/artists/2ycnb8Er79LoH2AsR5ldjh,2ycnb8Er79LoH2AsR5ldjh,Pet Shop Boys,70,artist,spotify:artist:2ycnb8Er79LoH2AsR5ldjh,https://open.spotify.com/artist/2ycnb8Er79LoH2AsR5ldjh,NA,956292
https://api.spotify.com/v1/artists/7wJ9NwdRWtN92NunmXuwBk,7wJ9NwdRWtN92NunmXuwBk,Orchestral Manoeuvres In The Dark,62,artist,spotify:artist:7wJ9NwdRWtN92NunmXuwBk,https://open.spotify.com/artist/7wJ9NwdRWtN92NunmXuwBk,NA,405179
