year,prop
1980,0.026621866115275266
1980,0.013572204125950055
1980,0.023255813953488372
1980,0.024895724713242962
1980,0.057127385948287535
1980,0.04083756015086487
1980,0.038700760193503804
1980,0.05056029882604055
1980,0.020521647027671123
1980,0.017467859139183903
1980,0.02883096366508689
1980,0.02498347653668209
1980,0.03971215351812367
1980,0.03413654618473896
1980,0.015222326078248097
1980,0.07245796637309848
1980,0.03960823851361083
1980,0.030528476141611083
1980,0.010673117973530667
1980,0.01653457228751025
1980,0.018417748011720386
1980,0.0271380372597917
1981,0.01821608040201005
1981,0.017532119914346896
1981,0.011682242990654205
1981,0.011876148734624628
1981,0.012733676510430777
1981,0.019641672196416722
1981,0.021976521976521977
1981,0.03394844344273842
1981,0.028830313014827018
1981,0.025930754744314066
1981,0.01608725289706885
1981,0.032529290144727774
1981,0.023326432022084197
1981,0.023493217731785764
1981,0.018867924528301886
1981,0.055883564465192916
1981,0.03272440530950191
1981,0.032060662498337104
1981,0.011942907078357122
1981,0.016375087473757873
1981,0.023816397228637414
1981,0.023882783882783882
1981,0.012024048096192385
1982,0.019461859979101357
1982,0.012392880685563613
1982,0.033101274136345726
1982,0.02508862830651759
1982,0.019931172928018354
1982,0.02881883371668245
1982,0.013027128659683052
1982,0.04422370390529324
1982,0.019479615973285097
1982,0.0475989297282073
1982,0.02337847469707769
1982,0.021315129562552243
1982,0.01784733662822625
1982,0.020202020202020204
1982,0.03165873959571938
1982,0.029813318473112287
1982,0.024369747899159664
1982,0.023893565028509367
1982,0.02630121816168328
1982,0.032924107142857144
1982,0.0186801199890919
1982,0.044109436069235064
1982,0.018890200708382526
1983,0.015751968996124514
1983,0.012779552715654952
1983,0.041961852861035424
1983,0.028724114896459586
1983,0.024503311258278145
1983,0.035780057879505396
1983,0.024645554524976812
1983,0.015113699389905713
1983,0.028346670283466702
1983,0.018963858732994367
1983,0.024925088531735223
1983,0.030558073287582546
1983,0.019978689397975494
1983,0.034320146712077546
1983,0.021055586749017405
1983,0.02207320480581168
1983,0.02369269592037011
1983,0.020868347338935573
1983,0.026308424293310942
1983,0.019284557632857354
1983,0.036395380069836156
1983,0.03357416064598385
1983,0.017155110793423873
1984,0.03194287861706126
1984,0.03406294521435047
1984,0.017825537294563844
1984,0.031172413793103447
1984,0.04377243855288594
1984,0.017944081235220476
1984,0.031651693158258463
